"Envelope_ID","PopName","Pop_ID","PopCode","PopCode2","Date_collected","stems","Clump_size","Flower_number","Fruit_number","Secondary_branches","Notes","Seed.number","Type","Flower_number2","Fruit2"
"106","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","20",110,105,8,"","","P",110,105
"126","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","",50,50,7,"","","P",50,50
"133","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","4",45,45,3,"","","P",45,45
"17","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","20",30,30,0,"","","P",30,30
"65","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","4",65,55,0,"","","P",65,55
"69","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","20",9,9,0,"","","P",9,9
"49","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","10",12,12,0,"parasite on plant","","P",12,12
"315","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","10",40,38,0,"","","P",40,38
"124","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","10",60,60,4,"parasite on plant","","P",60,60
"26","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","4",50,50,18,"","","P",50,50
"513","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","5",205,205,11,"","","P",205,205
"543","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","4",55,55,0,"ALL LATE ABORTED SEEDS","","P",55,55
"572","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","",10,10,6,"","","P",10,10
"632","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","15",55,45,0,"","","P",55,45
"368","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","6",25,20,0,"","","P",25,20
"3","Loch Garry","T12","ON.T12","ON.T12","23-10-15","1","",200,190,8,"","","P",200,190
