"Envelope_ID","Type","PopName","Pop_ID","PopCode2","Date_collected","Clump_size","Secondary_branches","Flower_num","Fruit_num","Fruit_num_counted","Total_seeds_counted","Seeds_per_fruit","Seed_var","Seed_stdev"
377,"M","Constance Lake","M9","ON.M9","13-10-15","2",8,15,12,8,1,0.125,0.333333333333333,0.577350269189626
590,"M","Constance Lake","M9","ON.M9","13-10-15","",10,20,8,5,18,3.6,64.8,8.04984471899924
715,"M","Constance Lake","M9","ON.M9","13-10-15","2",12,45,45,13,0,0,NA,NA
269,"M","Mud Lake","M3","ON.M3","16-10-15","6",3,10,8,5,55,11,NA,NA
64,"M","Mud Lake","M3","ON.M3","16-10-15","8",8,195,190,6,215,35.8333333333333,NA,NA
481,"M","Mud Lake","M3","ON.M3","16-10-15","12",7,20,20,5,41,8.2,NA,NA
721,"M","Mud Lake","M3","ON.M3","16-10-15","15",0,10,9,5,49,9.8,39.7,6.30079360080935
722,"M","Mud Lake","M3","ON.M3","16-10-15","15",0,20,15,5,42,8.4,NA,NA
85,"M","Mud Lake","M3","ON.M3","16-10-15","",0,75,60,6,74,12.3333333333333,60.5,7.77817459305202
56,"M","Mud Lake","M3","ON.M3","16-10-15","",0,35,30,5,37,7.4,NA,NA
206,"M","Mud Lake","M3","ON.M3","16-10-15","8",0,6,2,2,3,1.5,NA,NA
239,"M","Mud Lake","M3","ON.M3","16-10-15","8",0,11,0,5,12,2.4,7.3,2.70185121722126
179,"M","Mud Lake","M3","ON.M3","16-10-15","",0,15,10,5,38,7.6,2,1.4142135623731
151,"M","Mud Lake","M3","ON.M3","16-10-15","",0,30,27,5,45,9,NA,NA
115,"M","Mud Lake","M3","ON.M3","16-10-15","",0,55,45,4,43,10.75,NA,NA
538,"M","Mud Lake","M3","ON.M3","16-10-15","",0,5,3,3,0,0,0,0
362,"M","Mud Lake","M3","ON.M3","16-10-15","",0,35,35,5,79,15.8,NA,NA
719,"M","Mud Lake","M3","ON.M3","16-10-15","",1,25,25,5,38,7.6,NA,NA
631,"M","Mud Lake","M3","ON.M3","16-10-15","",0,10,9,5,80,16,NA,NA
203,"M","Mud Lake","M3","ON.M3","16-10-15","",0,4,0,3,0,0,0,0
31,"M","Mud Lake","M3","ON.M3","16-10-15","",0,5,3,5,50,10,69.5,8.33666600026653
718,"M","Mud Lake","M3","ON.M3","16-10-15","",0,11,7,5,60,12,8,2.82842712474619
91,"M","Mud Lake","M3","ON.M3","16-10-15","",0,45,40,5,58,11.6,NA,NA
27,"M","Mud Lake","M3","ON.M3","16-10-15","",0,23,1,5,47,9.4,NA,NA
690,"M","Mud Lake","M3","ON.M3","16-10-15","",0,20,17,5,46,9.2,34.7,5.89067059000926
691,"M","Mud Lake","M3","ON.M3","16-10-15","",0,30,25,5,64,12.8,NA,NA
661,"M","Mud Lake","M3","ON.M3","16-10-15","",0,21,20,5,84,16.8,NA,NA
610,"P","Scugog","D2","ON.D2","26-10-15","",4,75,75,5,70,14,NA,NA
370,"P","Scugog","D2","ON.D2","26-10-15","",2,25,23,5,41,8.2,23.2,4.81663783151692
675,"P","Scugog","D2","ON.D2","26-10-15","5",0,120,120,5,82,16.4,NA,NA
285,"P","Scugog","D2","ON.D2","26-10-15","8",0,50,49,5,90,18,60.5,7.77817459305202
734,"P","Scugog","D2","ON.D2","26-10-15","",3,20,20,5,20,4,22.5,4.74341649025257
256,"P","Scugog","D2","ON.D2","26-10-15","",0,90,90,5,38,7.6,NA,NA
634,"P","Scugog","D2","ON.D2","26-10-15","9",6,65,60,5,51,10.2,15.2,3.89871773792359
427,"P","Scugog","D2","ON.D2","26-10-15","",0,50,50,5,64,12.8,NA,NA
460,"P","Scugog","D2","ON.D2","26-10-15","15",3,40,38,5,58,11.6,16.3,4.03732584763727
253,"P","Scugog","D2","ON.D2","26-10-15","15",8,45,40,5,30,6,14,3.74165738677394
429,"P","Scugog","D2","ON.D2","26-10-15","5",0,25,25,5,54,10.8,20.2,4.49444101084885
462,"P","Scugog","D2","ON.D2","26-10-15","10",0,40,40,4,46,11.5,7,2.64575131106459
626,"P","Scugog","D2","ON.D2","26-10-15","4",3,8,8,5,52,10.4,6.3,2.50998007960223
366,"P","Scugog","D2","ON.D2","26-10-15","",0,15,15,5,45,9,12.5,3.53553390593274
736,"P","Scugog","D2","ON.D2","26-10-15","10",0,30,30,4,57,14.25,32,5.65685424949238
294,"P","Scugog","D2","ON.D2","26-10-15","6",5,65,60,5,68,13.6,10.3,3.20936130717624
373,"P","Scugog","D2","ON.D2","26-10-15","",0,13,13,4,98,24.5,0.5,0.707106781186548
667,"P","Scugog","D2","ON.D2","26-10-15","5",3,45,45,5,55,11,21.5,4.63680924774785
289,"P","Scugog","D2","ON.D2","26-10-15","6",0,65,60,5,70,14,16.5,4.06201920231798
731,"P","Scugog","D2","ON.D2","26-10-15","5",0,30,25,4,28,7,24.6666666666667,4.96655480858378
291,"P","Scugog","D2","ON.D2","26-10-15","4",0,15,15,5,0,0,0,0
733,"P","Scugog","D2","ON.D2","26-10-15","2",0,20,18,5,58,11.6,2,1.4142135623731
648,"P","Scugog","D2","ON.D2","26-10-15","8",6,55,50,5,63,12.6,10.3,3.20936130717624
435,"P","Scugog","D2","ON.D2","26-10-15","6",0,25,25,5,61,12.2,14.7,3.83405790253616
489,"P","Scugog","D2","ON.D2","26-10-15","6",0,60,60,5,0,0,0,0
468,"P","Scugog","D2","ON.D2","26-10-15","5 to 40",0,65,65,5,39,7.8,NA,NA
624,"P","Scugog","D2","ON.D2","26-10-15","3",0,60,60,5,61,12.2,NA,NA
314,"P","Scugog","D2","ON.D2","26-10-15","12",0,60,60,5,198,39.6,70.8,8.41427358718505
678,"P","Scugog","D2","ON.D2","26-10-15","6",9,145,145,5,67,13.4,NA,NA
292,"P","Black River ","T14","ON.T14","15-10-15","",14,20,20,4,111,27.75,150.25,12.2576506721313
372,"P","Black River ","T14","ON.T14","15-10-15","",8,45,45,4,81,20.25,NA,NA
637,"P","Black River ","T14","ON.T14","15-10-15","",0,35,34,5,8,1.6,6.8,2.60768096208106
259,"P","Black River ","T14","ON.T14","15-10-15","",4,75,75,5,3,0.6,1.8,1.34164078649987
699,"P","Black River ","T14","ON.T14","15-10-15","",4,12,10,4,51,12.75,32.25,5.67890834580027
702,"P","Black River ","T14","ON.T14","15-10-15","",10,65,60,6,131,21.8333333333333,142.25,11.9268604418766
696,"P","Black River ","T14","ON.T14","15-10-15","",0,28,26,5,4,0.8,3.2,1.78885438199983
340,"P","Black River ","T14","ON.T14","15-10-15","3",0,55,55,4,94,23.5,121.666666666667,11.0302614051829
651,"P","Black River ","T14","ON.T14","15-10-15","",0,25,10,6,27,4.5,121.5,11.0227038425243
320,"P","Black River ","T14","ON.T14","15-10-15","",20,35,35,5,86,17.2,126.2,11.2338773359869
284,"M","Holland River","M12","ON.M12","15-10-15","",4,45,45,5,0,0,0,0
490,"M","Holland River","M12","ON.M12","15-10-15","",11,20,20,5,38,7.6,NA,NA
463,"M","Holland River","M12","ON.M12","15-10-15","30",0,15,15,5,12,2.4,0.8,0.894427190999916
317,"M","Holland River","M12","ON.M12","15-10-15","",12,365,365,5,26,5.2,7.7,2.77488738510232
280,"M","Holland River","M12","ON.M12","15-10-15","",13,85,85,5,92,18.4,34.8,5.89915248150105
673,"M","Holland River","M12","ON.M12","15-10-15","",13,30,30,5,27,5.4,2.3,1.51657508881031
557,"M","Holland River","M12","ON.M12","15-10-15","",10,60,55,5,13,2.6,1.8,1.34164078649987
560,"M","Holland River","M12","ON.M12","15-10-15","",16,125,125,5,27,5.4,4.3,2.07364413533277
546,"M","Holland River","M12","ON.M12","15-10-15","",14,270,270,5,11,2.2,24.2,4.91934955049954
676,"M","Holland River","M12","ON.M12","15-10-15","",0,70,70,5,49,9.8,NA,NA
549,"M","Holland River","M12","ON.M12","15-10-15","",0,5,5,5,30,6,NA,NA
338,"M","Holland River","M12","ON.M12","15-10-15","",9,230,230,5,76,15.2,40.5,6.36396103067893
558,"M","Holland River","M12","ON.M12","15-10-15","",8,110,110,5,0,0,0,0
341,"M","Holland River","M12","ON.M12","15-10-15","",12,30,30,5,29,5.8,4.7,2.16794833886788
613,"M","Holland River","M12","ON.M12","15-10-15","",0,65,65,5,15,3,NA,NA
323,"M","Holland River","M12","ON.M12","15-10-15","",10,95,95,5,12,2.4,0.3,0.547722557505166
553,"M","Holland River","M12","ON.M12","15-10-15","",10,105,105,5,0,0,NA,NA
550,"M","Holland River","M12","ON.M12","15-10-15","3",0,60,60,6,115,19.1666666666667,NA,NA
616,"M","Holland River","M12","ON.M12","15-10-15","",9,55,55,5,59,11.8,NA,NA
287,"M","Holland River","M12","ON.M12","15-10-15","30",2,21,21,5,23,4.6,3.3,1.81659021245849
697,"M","Holland River","M12","ON.M12","15-10-15","",10,145,145,5,16,3.2,7.2,2.68328157299975
619,"M","Holland River","M12","ON.M12","15-10-15","",0,15,15,5,0,0,0,0
643,"M","Holland River","M12","ON.M12","15-10-15","",4,50,50,5,59,11.8,13.2,3.63318042491699
430,"M","Holland River","M12","ON.M12","15-10-15","",18,65,65,5,68,13.6,NA,NA
290,"M","Holland River","M12","ON.M12","15-10-15","",10,185,185,6,42,7,NA,NA
547,"M","Holland River","M12","ON.M12","15-10-15","",0,55,54,5,152,30.4,100.3,10.0149887668434
