Envelope_ID,Type,PopName,Pop_ID,PopCode2,Date_collected,Clump_size,Secondary_branches,Flower_num,Fruit_num
560,M,Holland River,M12,ON.M12,2015-10-15,,16,125,125
546,M,Holland River,M12,ON.M12,2015-10-15,,14,270,270
676,M,Holland River,M12,ON.M12,2015-10-15,,0,70,70
549,M,Holland River,M12,ON.M12,2015-10-15,,0,5,5
338,M,Holland River,M12,ON.M12,2015-10-15,,9,230,230
558,M,Holland River,M12,ON.M12,2015-10-15,,8,110,110
341,M,Holland River,M12,ON.M12,2015-10-15,,12,30,30
613,M,Holland River,M12,ON.M12,2015-10-15,,0,65,65
323,M,Holland River,M12,ON.M12,2015-10-15,,10,95,95
553,M,Holland River,M12,ON.M12,2015-10-15,,10,105,105
550,M,Holland River,M12,ON.M12,2015-10-15,3,0,60,60
616,M,Holland River,M12,ON.M12,2015-10-15,,9,55,55
287,M,Holland River,M12,ON.M12,2015-10-15,30,2,21,21
697,M,Holland River,M12,ON.M12,2015-10-15,,10,145,145
619,M,Holland River,M12,ON.M12,2015-10-15,,0,15,15
643,M,Holland River,M12,ON.M12,2015-10-15,,4,50,50
430,M,Holland River,M12,ON.M12,2015-10-15,,18,65,65
290,M,Holland River,M12,ON.M12,2015-10-15,,10,185,185
547,M,Holland River,M12,ON.M12,2015-10-15,,0,55,54
700,M,Barrie,M13,ON.M13,2017-10-15,,8,58,58
466,M,Barrie,M13,ON.M13,2017-10-15,,0,33,33
493,M,Barrie,M13,ON.M13,2017-10-15,6,0,55,55
679,M,Barrie,M13,ON.M13,2017-10-15,2,0,30,30
640,M,Barrie,M13,ON.M13,2017-10-15,,6,90,90
281,M,Barrie,M13,ON.M13,2017-10-15,,4,60,60
739,M,Barrie,M13,ON.M13,2017-10-15,,0,27,27
344,M,Barrie,M13,ON.M13,2017-10-15,,9,33,33
737,M,Barrie,M13,ON.M13,2017-10-15,,0,35,32
347,M,Barrie,M13,ON.M13,2017-10-15,,0,17,17
740,M,Barrie,M13,ON.M13,2017-10-15,,0,35,33
446,M,Barrie,M13,ON.M13,2017-10-15,,0,12,12
187,M,Barrie,M13,ON.M13,2017-10-15,,0,60,55
469,M,Barrie,M13,ON.M13,2017-10-15,,0,45,44
742,M,Barrie,M13,ON.M13,2017-10-15,,0,18,17
498,M,Barrie,M13,ON.M13,2017-10-15,,0,25,24
326,M,Barrie,M13,ON.M13,2017-10-15,,0,40,35
561,M,Barrie,M13,ON.M13,2017-10-15,,0,58,58
433,M,Barrie,M13,ON.M13,2017-10-15,,8,100,100
681,M,Barrie,M13,ON.M13,2017-10-15,,0,25,25
438,M,Barrie,M13,ON.M13,2017-10-15,,5,140,140
654,M,Barrie,M13,ON.M13,2017-10-15,,6,100,100
350,M,Barrie,M13,ON.M13,2017-10-15,,0,70,70
293,M,Barrie,M13,ON.M13,2017-10-15,,0,28,28
375,M,Barrie,M13,ON.M13,2017-10-15,,0,50,47
262,M,Barrie,M13,ON.M13,2017-10-15,,0,60,60
622,M,Barrie,M13,ON.M13,2017-10-15,,0,65,65
732,M,Barrie,M13,ON.M13,2017-10-15,,0,6,6
706,M,Barrie,M13,ON.M13,2017-10-15,,0,75,75
295,M,Barrie,M13,ON.M13,2017-10-15,,0,23,23
495,M,Barrie,M13,ON.M13,2017-10-15,,0,40,40
564,M,Barrie,M13,ON.M13,2017-10-15,,0,7,7
265,M,Barrie,M13,ON.M13,2017-10-15,,0,16,15
682,M,Lafarce,M14,ON.M14,2017-10-15,,0,11,11
268,M,Lafarce,M14,ON.M14,2017-10-15,,0,3,3
684,M,Lafarce,M14,ON.M14,2017-10-15,,0,9,9
471,M,Lafarce,M14,ON.M14,2017-10-15,,0,17,17
660,M,Lafarce,M14,ON.M14,2017-10-15,,0,16,14
441,M,Lafarce,M14,ON.M14,2017-10-15,,0,7,2
627,M,Lafarce,M14,ON.M14,2017-10-15,,0,14,14
745,M,Lafarce,M14,ON.M14,2017-10-15,,0,27,27
376,M,Lafarce,M14,ON.M14,2017-10-15,,0,15,15
378,M,Lafarce,M14,ON.M14,2017-10-15,,0,4,4
444,M,Lafarce,M14,ON.M14,2017-10-15,,0,8,8
630,M,Lafarce,M14,ON.M14,2017-10-15,,0,14,14
567,M,Lafarce,M14,ON.M14,2017-10-15,,0,19,19
329,M,Lafarce,M14,ON.M14,2017-10-15,,0,12,3
474,M,Lafarce,M14,ON.M14,2017-10-15,,0,14,12
496,M,Lafarce,M14,ON.M14,2017-10-15,,0,16,16
55,M,Lafarce,M14,ON.M14,2017-10-15,,0,10,10
278,M,Lafarce,M14,ON.M14,2017-10-15,,0,12,10
599,M,Lafarce,M14,ON.M14,2017-10-15,,0,1,1
709,M,Lafarce,M14,ON.M14,2017-10-15,8,0,8,8
693,M,Lafarce,M14,ON.M14,2017-10-15,3,0,40,7
447,M,Lafarce,M14,ON.M14,2017-10-15,,0,9,6
271,M,Lafarce,M14,ON.M14,2017-10-15,,0,26,26
297,M,Lafarce,M14,ON.M14,2017-10-15,,0,23,23
381,M,Lafarce,M14,ON.M14,2017-10-15,,0,3,3
352,M,Lafarce,M14,ON.M14,2017-10-15,,0,15,15
748,M,Lafarce,M14,ON.M14,2017-10-15,,0,11,11
397,M,Lafarce,M14,ON.M14,2017-10-15,,0,5,5
585,M,Lafarce,M14,ON.M14,2017-10-15,,0,8,7
577,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,4,117,112
534,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,35,30
412,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,5,5
52,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,95,95
576,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,25,15
531,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,15,13
184,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,30,30
406,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,4,9,0
594,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,45,45
725,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,13,10
409,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,80,80
504,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,75,75
61,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,60,60
705,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,70,70
424,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,14,14
403,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,60,60
46,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,55,55
701,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,70,68
443,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,60,48
728,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,45,45
245,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,25,25
363,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,5,95,90
335,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,12,12
712,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,3,28,28
591,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,14,14
400,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,30,30
190,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,68,68
574,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,25,25
694,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,50,45
501,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,0,85,85
582,M,Lac LaPeche,M10,ON.M10,2012-10-15,,3,80,80
597,M,Lac LaPeche,M10,ON.M10,2012-10-15,,14,80,80
698,M,Lac LaPeche,M10,ON.M10,2012-10-15,,15,20,20
708,M,Lac LaPeche,M10,ON.M10,2012-10-15,,10,130,130
394,M,Lac LaPeche,M10,ON.M10,2012-10-15,,3,20,20
537,M,Lac LaPeche,M10,ON.M10,2012-10-15,,10,57,57
43,M,Lac LaPeche,M10,ON.M10,2012-10-15,,0,25,25
382,M,Lac LaPeche,M10,ON.M10,2012-10-15,,22,215,215
172,M,Lac LaPeche,M10,ON.M10,2012-10-15,,0,26,25
235,M,Lac LaPeche,M10,ON.M10,2012-10-15,,6,5,5
677,M,Lac LaPeche,M10,ON.M10,2012-10-15,,12,20,20
325,M,Lac LaPeche,M10,ON.M10,2012-10-15,,35,540,540
472,M,Lac LaPeche,M10,ON.M10,2012-10-15,,15,150,150
499,M,Lac LaPeche,M10,ON.M10,2012-10-15,,20,110,109
263,M,Lac LaPeche,M10,ON.M10,2012-10-15,,0,65,65
439,M,Lac LaPeche,M10,ON.M10,2012-10-15,,0,6,5
86,M,Lac LaPeche,M10,ON.M10,2012-10-15,,7,65,65
583,M,Lac LaPeche,M10,ON.M10,2012-10-15,,10,25,24
136,M,Lac LaPeche,M10,ON.M10,2012-10-15,,13,175,175
296,M,Lac LaPeche,M10,ON.M10,2012-10-15,,15,46,46
379,M,Lac LaPeche,M10,ON.M10,2012-10-15,,0,55,50
666,M,Lac LaPeche,M10,ON.M10,2012-10-15,,17,180,180
175,M,Lac LaPeche,M10,ON.M10,2012-10-15,,16,145,145
47,M,Kagawong,M15,ON.M15,2010-10-15,,0,25,25
300,M,Kagawong,M15,ON.M15,2010-10-15,,2,150,150
157,M,Kagawong,M15,ON.M15,2010-10-15,,0,35,35
145,M,Kagawong,M15,ON.M15,2010-10-15,,4,14,14
311,M,Kagawong,M15,ON.M15,2010-10-15,,3,40,40
687,M,Kagawong,M15,ON.M15,2010-10-15,,2,110,110
749,M,Kagawong,M15,ON.M15,2010-10-15,,2,45,45
741,M,Kagawong,M15,ON.M15,2010-10-15,,2,14,10
139,M,Kagawong,M15,ON.M15,2010-10-15,,6,12,8
224,M,Kagawong,M15,ON.M15,2010-10-15,,2,25,25
74,M,Kagawong,M15,ON.M15,2010-10-15,,2,100,100
44,M,Kagawong,M15,ON.M15,2010-10-15,,2,55,55
170,M,Kagawong,M15,ON.M15,2010-10-15,,2,115,115
142,M,Kagawong,M15,ON.M15,2010-10-15,,2,100,100
659,M,Kagawong,M15,ON.M15,2010-10-15,,0,100,100
649,M,Kagawong,M15,ON.M15,2010-10-15,,2,9,9
477,M,Kagawong,M15,ON.M15,2010-10-15,,0,30,29
556,M,Kagawong,M15,ON.M15,2010-10-15,,10,120,100
738,M,Kagawong,M15,ON.M15,2010-10-15,,0,23,19
445,M,Kagawong,M15,ON.M15,2010-10-15,,0,55,20
529,M,Kagawong,M15,ON.M15,2010-10-15,,2,25,25
656,M,Kagawong,M15,ON.M15,2010-10-15,,0,70,70
662,M,Kagawong,M15,ON.M15,2010-10-15,,3,30,30
161,M,Kagawong,M15,ON.M15,2010-10-15,,0,200,200
502,M,Kagawong,M15,ON.M15,2010-10-15,,6,80,60
475,M,Kagawong,M15,ON.M15,2010-10-15,,2,50,50
301,M,Kagawong,M15,ON.M15,2010-10-15,,0,100,100
743,M,Kagawong,M15,ON.M15,2010-10-15,,0,30,24
164,M,Kagawong,M15,ON.M15,2010-10-15,,2,80,80
2,M,Corry Lake,M16,ON.M16,2011-10-15,,0,50,50
128,M,Corry Lake,M16,ON.M16,2011-10-15,,3,30,30
158,M,Corry Lake,M16,ON.M16,2011-10-15,,2,20,20
473,M,Corry Lake,M16,ON.M16,2011-10-15,20,2,500,500
588,M,Corry Lake,M16,ON.M16,2011-10-15,,3,15,15
37,M,Corry Lake,M16,ON.M16,2011-10-15,,2,20,20
94,M,Corry Lake,M16,ON.M16,2011-10-15,,8,70,70
75,M,Corry Lake,M16,ON.M16,2011-10-15,,3,13,12
664,M,Corry Lake,M16,ON.M16,2011-10-15,,5,100,95
105,M,Corry Lake,M16,ON.M16,2011-10-15,,5,30,30
541,M,Corry Lake,M16,ON.M16,2011-10-15,,2,8,8
328,M,Corry Lake,M16,ON.M16,2011-10-15,,5,30,30
602,M,Corry Lake,M16,ON.M16,2011-10-15,,3,20,20
212,M,Corry Lake,M16,ON.M16,2011-10-15,,2,10,10
171,M,Corry Lake,M16,ON.M16,2011-10-15,,2,8,5
200,M,Corry Lake,M16,ON.M16,2011-10-15,,4,55,55
93,M,Corry Lake,M16,ON.M16,2011-10-15,,2,15,14
645,M,Corry Lake,M16,ON.M16,2011-10-15,,4,30,30
165,M,Corry Lake,M16,ON.M16,2011-10-15,,0,5,3
361,M,Corry Lake,M16,ON.M16,2011-10-15,,0,24,21
60,M,Corry Lake,M16,ON.M16,2011-10-15,,3,85,85
318,M,Corry Lake,M16,ON.M16,2011-10-15,,0,20,18
492,M,Corry Lake,M16,ON.M16,2011-10-15,,2,100,90
135,M,Corry Lake,M16,ON.M16,2011-10-15,,10,15,15
522,M,Corry Lake,M16,ON.M16,2011-10-15,,2,240,240
182,M,Corry Lake,M16,ON.M16,2011-10-15,,3,55,55
103,M,Corry Lake,M16,ON.M16,2011-10-15,,0,35,34
417,M,Corry Lake,M16,ON.M16,2011-10-15,,2,11,11
503,M,Corry Lake,M16,ON.M16,2011-10-15,,4,30,29
388,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,3,5,3
436,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,3,15,0
80,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,35,0
418,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,20,0
71,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,3,12,0
415,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,10,0
83,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,38,10
38,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,50,25
526,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,5,10,0
169,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,7,0
746,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,20,0
260,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,6,0
735,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,4,35,0
155,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,8,1
442,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,15,1
384,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,12,7
199,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,0,20,1
625,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,3,10,0
507,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,30,10
646,P,Samuel de Champlain,D10,ON.D10,2011-10-15,8,0,10,1
385,P,Samuel de Champlain,D10,ON.D10,2011-10-15,2,0,10,0
196,P,Samuel de Champlain,D10,ON.D10,2011-10-15,50,0,100,0
230,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,7,80,26
353,P,Samuel de Champlain,D10,ON.D10,2011-10-15,36,0,50,25
663,P,Samuel de Champlain,D10,ON.D10,2011-10-15,10,0,25,21
238,P,Samuel de Champlain,D10,ON.D10,2011-10-15,,2,1,1
221,P,Samuel de Champlain,D10,ON.D10,2011-10-15,16,0,11,1
166,P,Samuel de Champlain,D10,ON.D10,2011-10-15,41,0,5,4
227,P,Samuel de Champlain,D10,ON.D10,2011-10-15,14,0,1,1
559,P,Samuel de Champlain,D10,ON.D10,2011-10-15,4,0,9,1
218,P,Samuel de Champlain,D10,ON.D10,2011-10-15,8,0,10,0
704,P,Samuel de Champlain,D10,ON.D10,2011-10-15,9,0,10,1
580,P,Samuel de Champlain,D10,ON.D10,2011-10-15,11,7,32,25
595,P,Ardoch,D8,ON.D8,2010-10-15,,6,95,60
194,P,Ardoch,D8,ON.D8,2010-10-15,,6,16,1
112,P,Ardoch,D8,ON.D8,2010-10-15,20,2,2,2
231,P,Ardoch,D8,ON.D8,2010-10-15,9,0,37,37
191,P,Ardoch,D8,ON.D8,2010-10-15,4,0,50,45
566,P,Ardoch,D8,ON.D8,2010-10-15,,0,19,16
527,P,Ardoch,D8,ON.D8,2010-10-15,,0,53,52
143,P,Ardoch,D8,ON.D8,2010-10-15,12,12,100,90
592,P,Ardoch,D8,ON.D8,2010-10-15,,0,137,117
437,M,Ferguson,M11,ON.M11,2010-10-15,,0,40,0
210,M,Ferguson,M11,ON.M11,2010-10-15,,8,60,12
431,M,Ferguson,M11,ON.M11,2010-10-15,,9,130,125
188,M,Ferguson,M11,ON.M11,2010-10-15,,4,80,20
19,M,Ferguson,M11,ON.M11,2010-10-15,,0,160,5
685,M,Ferguson,M11,ON.M11,2010-10-15,,0,118,95
134,M,Ferguson,M11,ON.M11,2010-10-15,11,7,45,45
236,M,Ferguson,M11,ON.M11,2010-10-15,,4,135,120
146,M,Ferguson,M11,ON.M11,2010-10-15,30,3,75,35
750,M,Ferguson,M11,ON.M11,2010-10-15,20,7,100,2
744,M,Ferguson,M11,ON.M11,2010-10-15,25,0,8,4
573,M,Ferguson,M11,ON.M11,2010-10-15,,3,30,4
116,M,Ferguson,M11,ON.M11,2010-10-15,,4,30,4
16,M,Ferguson,M11,ON.M11,2010-10-15,,4,25,1
131,M,Ferguson,M11,ON.M11,2010-10-15,,0,50,2
226,M,Ferguson,M11,ON.M11,2010-10-15,,0,40,0
586,M,Ferguson,M11,ON.M11,2010-10-15,,3,28,24
125,M,Ferguson,M11,ON.M11,2010-10-15,,5,30,4
491,M,Ferguson,M11,ON.M11,2010-10-15,,3,28,6
533,M,Ferguson,M11,ON.M11,2010-10-15,,8,45,7
589,M,Ferguson,M11,ON.M11,2010-10-15,,4,25,20
596,M,Ferguson,M11,ON.M11,2010-10-15,,5,15,0
408,M,Ferguson,M11,ON.M11,2010-10-15,,3,28,0
101,M,Ferguson,M11,ON.M11,2010-10-15,,0,55,0
383,M,Ferguson,M11,ON.M11,2010-10-15,,3,25,0
440,M,Ferguson,M11,ON.M11,2010-10-15,,3,45,0
393,M,Ferguson,M11,ON.M11,2010-10-15,,5,45,0
355,M,Ferguson,M11,ON.M11,2010-10-15,,2,25,0
399,M,Ferguson,M11,ON.M11,2010-10-15,,6,40,0
428,M,Ferguson,M11,ON.M11,2010-10-15,,5,11,0
319,M,Ferguson,M11,ON.M11,2010-10-15,,5,12,12
354,M,Ferguson,M11,ON.M11,2010-10-15,,3,100,10
167,M,Kagawong,M15,ON.M15,2010-10-15,,4,75,75
532,M,Kagawong,M15,ON.M15,2010-10-15,,0,115,115
535,P,Joes Lake,T13,ON.T13,2009-10-15,15,15,29,13
562,P,Joes Lake,T13,ON.T13,2009-10-15,,15,49,48
652,P,Joes Lake,T13,ON.T13,2009-10-15,,7,60,52
173,P,Joes Lake,T13,ON.T13,2009-10-15,,20,11,10
655,P,Joes Lake,T13,ON.T13,2009-10-15,,10,38,36
233,P,Joes Lake,T13,ON.T13,2009-10-15,,6,19,18
176,P,Joes Lake,T13,ON.T13,2009-10-15,,13,10,10
544,P,Joes Lake,T13,ON.T13,2009-10-15,,7,6,6
205,P,Joes Lake,T13,ON.T13,2009-10-15,,5,8,8
396,P,Joes Lake,T13,ON.T13,2009-10-15,,6,9,1
79,P,Joes Lake,T13,ON.T13,2009-10-15,,12,9,0
714,P,Joes Lake,T13,ON.T13,2009-10-15,,8,8,6
113,P,Joes Lake,T13,ON.T13,2009-10-15,,7,14,0
711,P,Joes Lake,T13,ON.T13,2009-10-15,,10,70,30
154,P,Joes Lake,T13,ON.T13,2009-10-15,,8,45,43
606,P,Joes Lake,T13,ON.T13,2009-10-15,,10,77,77
197,P,Joes Lake,T13,ON.T13,2009-10-15,,10,50,50
22,P,Joes Lake,T13,ON.T13,2009-10-15,,10,55,55
267,P,Joes Lake,T13,ON.T13,2009-10-15,,3,55,55
695,P,Joes Lake,T13,ON.T13,2009-10-15,,12,55,50
92,P,Joes Lake,T13,ON.T13,2009-10-15,,0,20,20
644,P,Joes Lake,T13,ON.T13,2009-10-15,,0,80,0
160,P,Joes Lake,T13,ON.T13,2009-10-15,20,0,20,0
647,P,Joes Lake,T13,ON.T13,2009-10-15,5,0,3,3
208,P,Joes Lake,T13,ON.T13,2009-10-15,,0,3,2
689,P,Joes Lake,T13,ON.T13,2009-10-15,40,0,10,0
50,P,Joes Lake,T13,ON.T13,2009-10-15,,5,15,8
147,P,Joes Lake,T13,ON.T13,2009-10-15,,12,11,0
232,P,Joes Lake,T13,ON.T13,2009-10-15,,0,7,4
264,P,Joes Lake,T13,ON.T13,2009-10-15,,0,5,5
279,P,Joes Lake,T13,ON.T13,2009-10-15,,0,6,2
137,P,Joes Lake,T13,ON.T13,2009-10-15,45,0,12,7
222,P,Joes Lake,T13,ON.T13,2009-10-15,20,0,6,1
480,P,Joes Lake,T13,ON.T13,2009-10-15,20,0,15,8
88,P,Joes Lake,T13,ON.T13,2009-10-15,,12,17,1
99,M,Hindon bog,M6,ON.M6,2024-10-15,,0,20,0
229,M,Round Lake,M5,ON.M5,2024-10-15,,NA,55,50
274,M,Horseshoe Lake,M1,ON.M1,2018-10-15,,NA,68,68
337,M,Holland River,M12,ON.M12,2015-10-15,,6,27,22
568,M,Mud Lake,M3,ON.M3,2016-10-15,,0,7,7
