Envelope_ID,PopName,Pop_ID,PopCode,PopCode2,Date_collected,stems,Clump_size,Flower_number,Fruit_number,Secondary_branches,Notes,Seed number
221,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,16,11,1,0,4 stems with flowers; CHANGED TO 1 FRUIT FROM 4 BECAUSE NONE OF THE FRUITS HAD ABORTED SEEDS OR SEEDS,
166,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,41,5,4,0,3 stems with flowers,
227,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,14,1,1,0,,
559,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,4,9,1,0,Only 1 stem with flowers,
218,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,8,10,0,0,,
704,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,9,10,1,0,,
580,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,11,32,25,7,,
595,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,,95,60,6,,
194,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,,16,1,6,"CHANGED FROM 4 FRUIT TO 1, WHEN OPENED THE 3 FRUITS IN LAB THERE WAS NOTHING IN THEM",
112,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,20,2,2,2,,
231,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,9,37,37,0,,
191,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,4,50,45,0,,
566,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,,19,16,0,,
527,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,,53,52,0,,
143,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,12,100,90,12,,
592,Ardoch,D8,ON.D8,ON.D8,10-10-15,1,,137,117,0,,
437,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,40,0,0,might have high aborted seeds,
210,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,60,12,8,4 branches have flowers,
431,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,130,125,9,,
188,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,80,20,4,1 branch has flowers,
19,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,160,5,0,,
685,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,118,95,0,,
134,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,11,45,45,7,,
236,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,135,120,4,,
146,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,30,75,35,3,,
750,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,20,100,2,7,1 fruit has 7 seeds 1 fruit has 5,11
744,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,25,8,4,0,,
573,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,30,4,3,,
116,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,30,4,4,,
16,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,25,1,4,,
131,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,50,2,0,1 fruit 1 seed,
226,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,40,0,0,,
586,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,28,24,3,,
125,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,30,4,5,20 seeds total,20
491,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,28,6,3,,
533,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,45,7,8,1 fruit has 4 seed 1 fruit has 2 ,
589,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,25,20,4,,
596,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,15,0,5,1 branch has flowers,
408,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,28,0,3,1 branch has flowers,
101,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,55,0,0,solo stem,
383,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,25,0,3,,
440,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,45,0,3,,
393,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,45,0,5,,
355,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,25,0,2,,
399,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,40,0,6,,
428,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,11,0,5,,
319,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,12,12,5,,
354,Ferguson,M11,ON.M11,ON.M11,10-10-15,1,,100,10,3,,
167,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,75,75,4,,
532,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,115,115,0,,
535,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,15,29,13,15,3 branches have flowers,
562,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,49,48,15,3 branches have flowers,
652,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,60,52,7,2 branches have flowers,
173,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,11,10,20,2 branches have flowers,
655,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,38,36,10,1 branch has flowers,
233,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,19,18,6,1 branch has flowers,
176,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,10,10,13,1 branch has flowers,
544,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,6,6,7,1 branch has flowers,
205,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,8,8,5,1 branch has flowers,
396,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,9,1,6,1 branch has flowers,
79,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,9,0,12,1 branch has flowers,
714,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,8,6,8,1 branch has flowers,
113,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,14,0,7,1 branch has flowers,
711,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,70,30,10,,
154,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,45,43,8,1 branch has flowers,
606,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,77,77,10,7 branches with flowers,
197,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,50,50,10,,
22,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,55,55,10,3 branches have flowers,
267,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,55,55,3,3 branches have flowers,
695,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,55,50,12,3 branches have flowers,
92,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,20,20,0,,
644,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,80,0,0,,
160,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,20,20,0,0,,
647,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,5,3,3,0,,
208,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,3,2,0,,
689,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,40,10,0,0,Only 1 stem flowering,
50,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,15,8,5,1 branch has flowers,
147,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,11,0,12,1 branch has flowers,
232,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,7,4,0,,
264,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,5,5,0,,
279,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,6,2,0,,
137,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,45,12,7,0,,
222,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,20,6,1,0,,
480,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,20,15,8,0,2 fruit with 1 seed; 2 fruit with 2 see; 2 fruit with 3; 1 fruit w 4; 1 fruit w 7,23
88,Joes Lake,T13,ON.T13,ON.T13,09-10-15,1,,17,1,12,,
99,Hindon bog,M6,ON.M6,ON.M6,24-10-15,1,,20,0,0,,
229,Round Lake,M5,ON.M5,ON.M5,24-10-15,1,,55,50,,,
274,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,2,,68,68,,,
337,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,27,22,6,,
568,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,7,7,0,,
